Country Code,Country Name,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MNG,Mongolia,CO2 emissions (kt),7506.349,7884.05,8287.42,8034.397,8551.444,8562.445,9394.854,12064.43,12038.761,13102.191,13820.923,21499.621,35074.855,43626.299000000006,29633.027000000002,23285.45
MOZ,Mozambique,CO2 emissions (kt),1349.4560000000001,1580.477,1587.8110000000001,1917.8410000000001,1921.5079999999998,1822.499,1980.18,2262.5389999999998,2266.206,2530.23,2735.5820000000003,3223.2929999999997,3120.617,4202.3820000000005,8434.1,6486.923000000001
MRT,Mauritania,CO2 emissions (kt),1173.44,1272.4489999999998,1349.4560000000001,1389.793,1536.473,1587.8110000000001,1609.8129999999999,1844.501,1936.1760000000002,2123.1929999999998,2236.87,2394.551,2647.574,2390.884,2933.6,2893.263
MUS,Mauritius,CO2 emissions (kt),2691.578,2863.927,2885.929,3061.945,3091.281,3296.633,3630.33,3689.002,3769.676,3711.0040000000004,3916.3559999999998,3920.0229999999997,3967.6940000000004,4070.37,4209.715999999999,4213.383
MWI,Malawi,CO2 emissions (kt),880.08,810.4069999999999,858.078,920.4169999999999,924.084,924.084,938.752,990.09,1114.768,1122.1019999999999,1048.762,1169.7730000000001,1162.4389999999999,1188.108,1052.4289999999999,1151.438
MYS,Malaysia,CO2 emissions (kt),125734.09599999999,135620.328,136449.07,158256.719,171879.62399999998,183188.652,180108.372,184816.8,204031.88,198876.078,219506.62,220405.035,218707.21399999998,236510.49899999998,242671.05899999998,234823.67899999997
NAM,Namibia,CO2 emissions (kt),1642.816,2016.85,1760.16,1873.8370000000002,1961.845,2310.21,2332.212,2361.548,3325.969,3069.2790000000005,3102.282,2830.9240000000004,3384.6409999999996,2629.239,3740.34,3989.696
NCL,New Caledonia,CO2 emissions (kt),2233.203,1888.505,2405.552,2739.2490000000003,2530.23,2823.59,2720.914,2944.6009999999997,2867.594,2951.935,3578.992,3560.657,3655.9990000000003,3861.3509999999997,4888.111,4752.432
NER,Niger,CO2 emissions (kt),696.73,656.393,700.3969999999999,759.069,814.074,715.065,693.063,722.3989999999999,810.4069999999999,968.0880000000001,1173.44,1331.121,1763.8270000000002,1895.839,2053.52,2027.851
NGA,Nigeria,CO2 emissions (kt),79122.859,87017.91,94586.59800000001,100318.119,98997.99900000001,106119.31300000001,98238.93,94868.957,95987.39199999999,76079.24900000001,114150.043,131685.637,119008.81800000001,124329.635,130130.829,115928.538
NIC,Nicaragua,CO2 emissions (kt),3762.342,3964.027,4037.367,4411.401,4426.069,4319.726,4470.073,4605.752,4422.402,4503.076,4536.079000000001,4884.444,4616.753,4426.069,4679.092000000001,5331.818
NLD,Netherlands,CO2 emissions (kt),173837.802,177420.461,181817.194,183067.641,185275.175,181927.204,180211.048,177427.795,177622.146,173999.15,185355.849,175704.305,171765.947,173625.116,168883.685,172492.013
NOR,Norway,CO2 emissions (kt),39673.273,41910.143,38023.123,45221.444,42647.21,42438.191,44257.023,45089.432,55690.72900000001,55346.030999999995,49423.825999999994,42394.187000000005,44499.045,48232.051,47924.023,47212.625
NPL,Nepal,CO2 emissions (kt),3069.2790000000005,3267.297,2625.572,2841.925,2669.5759999999996,3083.947,2563.2329999999997,2614.571,3421.3109999999997,4334.394,5056.793,5533.503000000001,5856.1990000000005,6637.27,8030.73,6252.235
NRU,Nauru,CO2 emissions (kt),84.34100000000001,80.67399999999999,77.007,66.006,66.006,62.339,44.004,44.004,44.004,40.336999999999996,44.004,40.336999999999996,40.336999999999996,44.004,47.67100000000001,47.67100000000001
NZL,New Zealand,CO2 emissions (kt),32980.998,34447.797999999995,33201.018,34081.098,34554.141,34139.77,33446.707,33637.391,34202.109,32386.944,31752.553,31484.862,34139.77,33443.04,34656.817,34887.837999999996
OMN,Oman,CO2 emissions (kt),21690.305,20285.843999999997,25470.982000000004,32390.611,27986.543999999998,29893.384,39603.6,44198.350999999995,42705.882000000005,41103.403,47417.977,54029.578,59658.422999999995,62041.973,61220.565,65386.277
PAK,Pakistan,CO2 emissions (kt),106449.34300000001,108282.84300000001,114084.037,118895.141,131601.296,136636.087,146074.945,158894.777,159070.793,158836.105,169466.738,171615.6,170126.798,174857.228,182414.915,188542.47199999998
PAN,Panama,CO2 emissions (kt),5790.193,7007.637,5870.866999999999,6153.226,5804.861,6838.955,7469.679,7304.664000000001,7506.349,8599.115,9237.173,10150.256,10029.245,11635.391000000001,11107.343,11129.345
PER,Peru,CO2 emissions (kt),30296.754,27165.136000000002,27187.138,26380.397999999997,31895.566000000003,37135.709,28723.611,35071.187999999995,41352.759,52067.733,58066.945,49900.53599999999,55261.69,46816.58900000001,51330.666,52636.117999999995
PHL,Philippines,CO2 emissions (kt),73306.997,71051.792,71337.818,71425.826,74066.06599999999,74832.469,67692.82,72170.227,78858.835,78294.117,84887.383,85705.12400000001,90684.91,98275.6,104516.834,117120.31300000001
PLW,Palau,CO2 emissions (kt),209.019,216.35299999999998,212.68599999999998,212.68599999999998,216.35299999999998,220.02,227.354,253.023,205.352,198.018,209.019,216.35299999999998,216.35299999999998,220.02,223.687,223.687
PNG,Papua New Guinea,CO2 emissions (kt),2665.909,3208.625,3487.317,3945.692,4488.407999999999,4385.732,4308.725,6120.223000000001,4796.436,5093.463,4763.433,5328.151,5078.795,5258.478,5874.534000000001,7480.68
POL,Poland,CO2 emissions (kt),299289.539,301284.387,294834.13399999996,302252.475,304416.005,302538.501,318940.99199999997,314272.901,314848.62,297617.387,316264.082,317037.81899999996,299920.26300000004,302344.15,285937.99199999997,285659.3
PRK,"Korea, Dem. People’s Rep.",CO2 emissions (kt),69661.99900000001,72225.232,69225.62599999999,70751.098,72357.244,75573.203,76900.657,64227.505,71132.466,54355.941,50776.949,36989.029,38378.822,27803.194,31349.182999999997,25423.311
PRT,Portugal,CO2 emissions (kt),62731.369000000006,62757.038,66790.738,61216.898,63145.74,65279.934,59816.10400000001,60149.801,55624.723,54176.258,48136.709,47623.329000000005,46013.515999999996,45426.795999999995,44656.725999999995,49258.810999999994
PRY,Paraguay,CO2 emissions (kt),3689.002,3821.014,3898.0209999999997,4070.37,4088.705,3832.015,3986.0290000000005,4136.376,4451.738,4561.748,5097.13,5320.816999999999,5284.147,5434.494000000001,5702.185,6303.573
PSE,West Bank and Gaza,CO2 emissions (kt),1661.151,1349.4560000000001,1155.105,1279.7830000000001,2196.533,2742.9159999999997,2266.206,2324.8779999999997,2053.52,2090.19,2035.185,2247.871,2200.2,2438.555,2838.258,3006.94
PSS,Pacific island small states,CO2 emissions (kt),1877.504,2141.528,1976.513,2148.862,2434.888,2178.198,2310.21,2346.88,2035.185,1994.848,2390.884,2284.541,2240.5370000000003,2552.232,2937.2670000000003,3465.315
PYF,French Polynesia,CO2 emissions (kt),568.385,678.395,682.062,737.067,726.066,781.071,781.071,766.403,792.072,795.7389999999999,803.073,773.737,751.735,759.069,737.067,766.403
QAT,Qatar,CO2 emissions (kt),34730.157,41396.763,40905.385,41521.441,42944.237,50956.632000000005,63475.77,63277.752,64843.560999999994,69221.959,72507.591,80435.645,94124.556,85023.06199999999,107032.396,106841.712
ROU,Romania,CO2 emissions (kt),90681.243,96632.784,97237.839,101062.52,96904.14199999999,96456.76800000001,103350.728,102224.959,96365.09300000001,81576.082,79412.552,85268.75099999999,81722.762,70945.44900000001,69489.65,71715.519
RUS,Russian Federation,CO2 emissions (kt),1557899.281,1557506.9119999998,1557085.207,1604242.8269999998,1602115.967,1615089.813,1669262.404,1666886.188,1714978.8930000002,1574045.082,1670531.186,1763405.295,1807244.28,1739426.782,1736984.56,1698213.369
RWA,Rwanda,CO2 emissions (kt),528.048,531.715,531.715,520.714,528.048,528.048,528.048,557.384,542.716,575.719,590.387,663.727,740.7339999999999,817.7410000000001,847.077,960.7539999999999
SAU,Saudi Arabia,CO2 emissions (kt),296935.325,297214.017,326407.00399999996,327272.416,395834.315,397642.146,432739.00299999997,387777.916,430175.77,468965.29600000003,518491.79799999995,499878.106,564842.678,541047.515,601046.969,647111.823
SDN,Sudan,CO2 emissions (kt),5533.503000000001,6369.579000000001,8118.738,9072.158000000001,11463.042,10982.665,12013.091999999999,14125.284,14913.688999999998,15562.748,15940.448999999999,15658.09,14642.331,15474.74,15837.773000000001,19816.468
SEN,Senegal,CO2 emissions (kt),3938.3579999999997,4330.727,4510.41,4976.119000000001,5232.809,5812.195,4730.43,5181.471,5093.463,4723.096,7744.704000000001,8368.094000000001,7913.3859999999995,8434.1,9376.519,10637.966999999999
SGP,Singapore,CO2 emissions (kt),49005.788,49541.17,47230.96,31132.83,28474.255,30359.092999999997,30799.132999999998,19926.478,36134.617999999995,58642.664000000004,58319.968,46761.584,49992.210999999996,56112.434,56644.149000000005,61451.585999999996
SLB,Solomon Islands,CO2 emissions (kt),154.014,157.681,157.681,161.34799999999998,161.34799999999998,161.34799999999998,165.015,179.683,179.683,179.683,187.017,183.35,183.35,194.351,194.351,190.68400000000003
SLE,Sierra Leone,CO2 emissions (kt),425.37199999999996,568.385,608.722,652.726,641.725,546.383,733.4,641.725,663.727,652.726,726.066,898.415,1030.427,1191.775,1309.119,1067.097
SLV,El Salvador,CO2 emissions (kt),5753.523,5951.541,6182.562,6552.929,6365.911999999999,6402.581999999999,6842.621999999999,6978.3009999999995,6541.928000000001,6442.919,6457.5869999999995,6648.271,6662.939,6230.233,6285.238,6849.956
SOM,Somalia,CO2 emissions (kt),480.37699999999995,502.379,586.72,594.054,594.054,594.054,594.054,608.722,601.388,597.721,612.389,612.389,608.722,630.724,630.724,630.724
STP,Sao Tome and Principe,CO2 emissions (kt),47.67100000000001,51.338,58.672,66.006,73.34,77.007,84.34100000000001,84.34100000000001,84.34100000000001,91.675,99.009,102.676,113.677,113.677,113.677,113.677
SUR,Suriname,CO2 emissions (kt),2196.533,2368.882,1565.809,1543.807,1562.142,1595.145,1745.4920000000002,1763.8270000000002,1943.51,2002.182,2401.885,1804.164,2266.206,2108.525,2244.2039999999997,1723.49
SVK,Slovak Republic,CO2 emissions (kt),35885.262,39357.911,39251.568,39493.59,38749.189,39357.911,39104.888,36780.01,37711.428,34037.094,36240.961,34524.805,32804.982,33091.008,30678.122000000003,31283.177000000003
SVN,Slovenia,CO2 emissions (kt),14396.642,15163.045,15419.735,15511.41,15746.098,15867.108999999999,16244.81,16244.81,17355.911,15280.389,15335.393999999998,15159.378,14675.333999999999,13890.596000000001,12482.468,12530.139
SWE,Sweden,CO2 emissions (kt),49350.486,51125.314000000006,57425.22,54781.312999999995,54520.956,51561.687000000005,49570.505999999994,48059.702000000005,49123.132000000005,43065.248,52023.72900000001,51734.03599999999,47047.61,44847.41,43483.28599999999,38180.804
SWZ,Eswatini,CO2 emissions (kt),1191.775,1147.771,1133.103,1048.762,1041.428,1030.427,1030.427,1078.098,1111.101,1067.097,1059.763,1074.431,1235.779,1525.4720000000002,902.082,982.7560000000001
SYC,Seychelles,CO2 emissions (kt),572.052,634.391,539.049,550.05,737.067,689.3960000000001,733.4,641.725,693.063,524.381,443.707,326.363,421.705,330.03,487.711,491.37800000000004
SYR,Syrian Arab Republic,CO2 emissions (kt),51040.973,48778.434,39064.551,54275.267,51103.312000000005,50626.602,53582.204000000005,66468.042,67681.819,62331.666,61605.6,56908.172999999995,44730.066,36438.979,30703.791,29295.662999999997
TCA,Turks and Caicos Islands,CO2 emissions (kt),69.673,73.34,99.009,102.676,102.676,121.01100000000001,143.013,165.015,172.34900000000002,179.683,183.35,183.35,183.35,187.017,198.018,205.352
TCD,Chad,CO2 emissions (kt),487.711,502.379,509.713,744.4010000000001,748.068,766.403,792.072,854.4110000000001,927.7510000000001,942.419,997.424,821.408,920.4169999999999,964.421,1001.091,1001.091
TGO,Togo,CO2 emissions (kt),1360.457,1162.4389999999999,1232.112,1463.1329999999998,1397.1270000000002,1338.455,1221.111,1408.128,1683.1529999999998,2783.2529999999997,2636.573,2478.8920000000003,2409.219,2559.5660000000003,2588.902,2636.573
THA,Thailand,CO2 emissions (kt),172697.365,184699.456,194589.355,205880.048,221442.796,227493.34600000002,231127.343,234027.94,230951.327,246114.372,258901.201,256264.628,273088.82399999996,287217.775,280976.541,284364.849
TJK,Tajikistan,CO2 emissions (kt),2236.87,2291.875,1881.171,2075.522,2563.2329999999997,2442.222,2658.575,3234.2940000000003,2900.597,2449.556,2537.564,2346.88,2929.933,2911.598,4620.42,5005.455
TKM,Turkmenistan,CO2 emissions (kt),37539.079,38074.461,39966.633,44601.721,46541.564000000006,48338.394,49511.834,56042.761,56831.166,50340.575999999994,57289.541,62467.345,64872.897000000004,66735.733,68426.22,70674.091
TON,Tonga,CO2 emissions (kt),95.34200000000001,88.008,102.676,117.344,110.01,113.677,128.345,113.677,121.01100000000001,132.012,117.344,102.676,106.34299999999999,113.677,113.677,121.01100000000001
TTO,Trinidad and Tobago,CO2 emissions (kt),23839.167,26354.729,28620.935,31987.241,33432.039,38151.468,42676.545999999995,45474.467000000004,44385.367999999995,44895.081,47931.357,46933.933,45419.462,46537.897000000004,46266.539000000004,46255.538
TUN,Tunisia,CO2 emissions (kt),19922.811,20817.558999999997,20861.563000000002,21246.597999999998,22299.027000000002,22662.06,22992.09,24110.525,24825.59,24788.92,27660.181,26021.032000000003,27003.787999999997,27667.515,28829.953999999998,30252.75
TUR,Turkey,CO2 emissions (kt),216151.315,194567.353,205685.697,218523.86399999997,225421.491,237390.579,261614.78100000002,284808.55600000004,283979.814,280683.18100000004,296315.602,321122.857,327437.43100000004,325424.248,345908.11,350337.846
TUV,Tuvalu,CO2 emissions (kt),7.334,7.334,11.001,11.001,11.001,11.001,7.334,11.001,11.001,11.001,7.334,7.334,11.001,11.001,11.001,11.001
TZA,Tanzania,CO2 emissions (kt),2651.241,3127.9509999999996,3589.993,3806.3459999999995,4363.73,5504.1669999999995,6028.548000000001,5896.536,6142.225,5918.5380000000005,7106.646,8093.069,9545.201,11177.016000000001,11562.051000000001,12933.508999999998
UGA,Uganda,CO2 emissions (kt),1437.464,1510.8039999999999,1558.475,1628.148,1738.158,2170.864,2537.564,2889.5959999999995,3190.29,3380.974,3920.0229999999997,4264.721,4088.705,4407.734,4774.434,5342.819
UKR,Ukraine,CO2 emissions (kt),320902.837,321775.583,318687.969,352431.703,343396.215,333876.683,326429.006,321258.536,311023.939,260100.31,304643.359,286392.7,295791.221,271875.047,228468.768,196283.509
URY,Uruguay,CO2 emissions (kt),5306.149,5089.795999999999,4620.42,4598.418,5610.51,5775.525,6648.271,6002.879,8265.418,8060.066,6387.914000000001,7763.039000000001,8694.457,7587.023,6747.28,6699.609
USA,United States,CO2 emissions (kt),5693684.893999999,5595794.329,5641309.132999999,5675701.926,5756075.232000001,5789727.291,5697285.887999999,5789030.561000001,5614110.994,5263505.4569999995,5395532.125,5270047.385,5081999.958000001,5170359.99,5225412.661,5126913.374
UZB,Uzbekistan,CO2 emissions (kt),121817.74,123442.22099999999,128345.0,127120.222,126071.46,117230.323,120288.601,120200.59300000001,123900.59599999999,107131.405,104168.469,113684.334,115814.86099999999,103354.395,105213.564,102929.023
VCT,St. Vincent and the Grenadines,CO2 emissions (kt),146.68,179.683,187.017,198.018,220.02,220.02,220.02,227.354,227.354,311.695,220.02,198.018,253.023,209.019,220.02,220.02
VEN,"Venezuela, RB",CO2 emissions (kt),152422.522,172587.355,193316.90600000002,192103.129,151733.126,164380.609,170640.178,162037.396,180475.072,181065.45899999997,190361.30399999997,171362.577,192040.79,183944.05399999997,185113.827,171894.292
VGB,British Virgin Islands,CO2 emissions (kt),124.678,128.345,135.679,146.68,161.34799999999998,179.683,183.35,187.017,190.68400000000003,190.68400000000003,198.018,201.685,201.685,201.685,212.68599999999998,212.68599999999998
VNM,Vietnam,CO2 emissions (kt),53644.543,61139.890999999996,70806.103,78767.16,90549.231,98143.588,102742.006,104872.53300000001,117996.726,128631.026,142737.975,152169.499,142631.63199999998,147230.05,167336.211,188329.78600000002
VUT,Vanuatu,CO2 emissions (kt),84.34100000000001,88.008,84.34100000000001,84.34100000000001,58.672,58.672,47.67100000000001,99.009,95.34200000000001,121.01100000000001,121.01100000000001,132.012,113.677,106.34299999999999,154.014,132.012
WSM,Samoa,CO2 emissions (kt),143.013,146.68,146.68,154.014,150.347,161.34799999999998,165.015,172.34900000000002,179.683,187.017,187.017,201.685,198.018,198.018,209.019,234.688
YEM,"Yemen, Rep.",CO2 emissions (kt),14642.331,16208.14,15764.433,17304.573,18881.383,20043.822,21316.271,20971.572999999997,22339.363999999998,24565.232999999997,23432.13,20612.207,18698.033,25492.984,24667.909,13171.864
ZAF,South Africa,CO2 emissions (kt),378665.42100000003,372042.81899999996,356637.75200000004,404459.099,450186.589,416915.898,447894.714,466578.07899999997,496772.157,503112.4,469816.04,477370.06,464674.906,459222.07700000005,484495.041,463952.50700000004
ZMB,Zambia,CO2 emissions (kt),1822.499,1906.84,1983.8470000000002,2112.192,2145.195,2288.208,2291.875,1928.842,2170.864,2508.228,2691.578,2922.599,3678.0009999999997,3956.6929999999998,4503.076,4532.412
ZWE,Zimbabwe,CO2 emissions (kt),13923.598999999998,12596.145,11965.421,10656.302,9486.529,10769.979,10447.283000000001,9886.232,7770.3730000000005,5603.1759999999995,7803.376,9622.208,7873.049,11771.07,12115.768,12317.453000000001
