Country Code,Country Name,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MAC,"Macao SAR, China",Urban population,427782.0,437938.0,448821.0,460165.0,471597.0,482858.0,493799.0,504511.0,515239.0,526400.0,538219.0,550832.0,564039.0,577372.0,590208.0,602085.0
MAR,Morocco,Urban population,15357109.0,15629771.0,15902629.0,16177169.0,16456158.0,16803551.0,17172379.0,17550446.0,17940030.0,18343899.0,18764987.0,19203936.0,19659923.0,20128269.0,20602941.0,21078590.0
MCO,Monaco,Urban population,32147.0,32470.0,32806.0,33153.0,33500.0,33843.0,34190.0,34525.0,34872.0,35226.0,35612.0,36024.0,36460.0,36901.0,37322.0,37718.0
MDA,Moldova,Urban population,1303686.0,1289104.0,1274481.0,1259288.0,1244624.0,1235389.0,1231068.0,1227328.0,1224104.0,1221672.0,1219566.0,1217974.0,1216928.0,1215716.0,1214089.0,1204392.0
MDG,Madagascar,Urban population,4276115.0,4454032.0,4637734.0,4827101.0,5022403.0,5283544.0,5555519.0,5838415.0,6132918.0,6438339.0,6755411.0,7084184.0,7425118.0,7778813.0,8146532.0,8528703.0
MDV,Maldives,Urban population,77410.0,82625.0,88379.0,94594.0,101130.0,107868.0,113946.0,117979.0,122303.0,127297.0,133252.0,140209.0,148038.0,156616.0,165767.0,175274.0
MEX,Mexico,Urban population,73899942.0,75268749.0,76634718.0,78013778.0,79428213.0,80890450.0,82408287.0,83973950.0,85573769.0,87182005.0,88781439.0,90370891.0,91948801.0,93515787.0,95072126.0,96615320.0
MHL,Marshall Islands,Urban population,34806.0,35533.0,36459.0,37489.0,38480.0,39309.0,39949.0,40427.0,40790.0,41115.0,41467.0,41854.0,42253.0,42673.0,43104.0,43545.0
MKD,North Macedonia,Urban population,1191346.0,1191774.0,1191042.0,1189365.0,1187143.0,1185316.0,1183886.0,1182746.0,1181986.0,1181773.0,1182165.0,1183224.0,1184931.0,1187282.0,1190233.0,1193701.0
MLI,Mali,Urban population,3103974.0,3277218.0,3462529.0,3660354.0,3871519.0,4095830.0,4334933.0,4588530.0,4855494.0,5132663.0,5417617.0,5709214.0,6008132.0,6316419.0,6637537.0,6973942.0
MLT,Malta,Urban population,360316.0,364105.0,367875.0,371319.0,374812.0,378170.0,380114.0,381739.0,384526.0,387733.0,389936.0,391879.0,395713.0,401597.0,409992.0,420192.0
MMR,Myanmar,Urban population,12625999.0,12849011.0,13066102.0,13277060.0,13481501.0,13679546.0,13869371.0,14052306.0,14233443.0,14419343.0,14616046.0,14825521.0,15046733.0,15274176.0,15501259.0,15729411.0
MNE,Montenegro,Urban population,354162.0,361755.0,369361.0,376961.0,381058.0,383698.0,386254.0,388857.0,391621.0,394521.0,397301.0,399777.0,402174.0,404636.0,407105.0,409418.0
MNG,Mongolia,Urban population,1369717.0,1408733.0,1448957.0,1490589.0,1533858.0,1578863.0,1625769.0,1674674.0,1726025.0,1780213.0,1837752.0,1882821.0,1921643.0,1962414.0,2004066.0,2045835.0
MNP,Northern Mariana Islands,Urban population,51795.0,52626.0,52763.0,52383.0,51795.0,51203.0,50650.0,50092.0,49597.0,49246.0,49086.0,49166.0,49482.0,49958.0,50479.0,50959.0
MOZ,Mozambique,Urban population,5153817.0,5334822.0,5527357.0,5729158.0,5936928.0,6147973.0,6362399.0,6580886.0,6868320.0,7172455.0,7490100.0,7821266.0,8166385.0,8527058.0,8905226.0,9302449.0
MRT,Mauritania,Urban population,1001877.0,1043559.0,1096793.0,1152888.0,1211822.0,1273518.0,1338057.0,1405585.0,1476319.0,1550313.0,1627876.0,1709106.0,1793972.0,1882254.0,1973428.0,2067215.0
MUS,Mauritius,Urban population,506439.0,509128.0,511325.0,513680.0,515544.0,517242.0,518278.0,519269.0,519756.0,519754.0,519604.0,519046.0,519081.0,518842.0,518383.0,517668.0
MWI,Malawi,Urban population,1628834.0,1680275.0,1731982.0,1785027.0,1840847.0,1900711.0,1964737.0,2032624.0,2103936.0,2179833.0,2260037.0,2344862.0,2434416.0,2528898.0,2627829.0,2731661.0
MYS,Malaysia,Urban population,14375105.0,14918252.0,15458510.0,15999895.0,16548747.0,17108405.0,17681869.0,18266045.0,18854125.0,19435329.0,20002882.0,20516662.0,21009012.0,21491648.0,21974918.0,22464989.0
NAM,Namibia,Urban population,580956.0,599952.0,625185.0,652223.0,680416.0,710045.0,741412.0,774474.0,809123.0,844925.0,881791.0,919553.0,958967.0,999630.0,1041822.0,1085690.0
NCL,New Caledonia,Urban population,132030.0,135341.0,138724.0,141907.0,144893.0,148559.0,152384.0,156245.0,160140.0,163862.0,167587.0,171852.0,176182.0,180545.0,184770.0,188988.0
NER,Niger,Urban population,1834126.0,1910772.0,1981482.0,2055424.0,2132568.0,2212886.0,2296698.0,2384028.0,2475070.0,2570548.0,2670629.0,2775330.0,2884956.0,2999170.0,3120561.0,3249670.0
NGA,Nigeria,Urban population,42603693.0,44726802.0,46947855.0,49272800.0,51708640.0,54260116.0,56934076.0,59734515.0,62665438.0,65723902.0,68917190.0,72230098.0,75664328.0,79214937.0,82878551.0,86652532.0
NIC,Nicaragua,Urban population,2797494.0,2847188.0,2895892.0,2944164.0,2992668.0,3042131.0,3094985.0,3148766.0,3203516.0,3258920.0,3314883.0,3371403.0,3428526.0,3486214.0,3544357.0,3602945.0
NLD,Netherlands,Urban population,12229998.0,12488742.0,12775902.0,13035570.0,13271929.0,13485107.0,13671225.0,13848922.0,14044865.0,14263741.0,14477657.0,14669707.0,14842886.0,14987369.0,15126226.0,15275237.0
NOR,Norway,Urban population,3414033.0,3447513.0,3482266.0,3518773.0,3554092.0,3591141.0,3632998.0,3684159.0,3744286.0,3805760.0,3867496.0,3935476.0,4008535.0,4078226.0,4145335.0,4207493.0
NPL,Nepal,Urban population,3207391.0,3395691.0,3520929.0,3646257.0,3772485.0,3900034.0,4030432.0,4163435.0,4294652.0,4418040.0,4529575.0,4626249.0,4711890.0,4795425.0,4892217.0,5013179.0
NRU,Nauru,Urban population,10337.0,10215.0,10102.0,9994.0,9902.0,9849.0,9828.0,9842.0,9891.0,9939.0,10005.0,10057.0,10279.0,10821.0,11853.0,12475.0
NZL,New Zealand,Urban population,3318432.0,3341111.0,3402067.0,3472292.0,3526736.0,3569251.0,3615494.0,3646829.0,3675355.0,3709702.0,3748563.0,3774624.0,3798063.0,3830023.0,3896881.0,3979802.0
OMN,Oman,Urban population,1623166.0,1642022.0,1670101.0,1706323.0,1756541.0,1818146.0,1883102.0,1953729.0,2037913.0,2146325.0,2285972.0,2476792.0,2713211.0,2969753.0,3227648.0,3471488.0
OSS,Other small states,Urban population,10421104.0,10715853.0,11019737.0,11345808.0,11712559.0,12137903.0,12625639.0,13187628.0,13790037.0,14391984.0,14973217.0,15521579.0,16040238.0,16537058.0,17034182.0,17541673.0
PAK,Pakistan,Urban population,46947759.0,48435634.0,49919690.0,51408755.0,52922901.0,54474508.0,56069495.0,57704173.0,59373384.0,61070625.0,62793242.0,64539555.0,66312625.0,68114463.0,69956952.0,71845558.0
PAN,Panama,Urban population,1884803.0,1930937.0,1977501.0,2024620.0,2072347.0,2120749.0,2169852.0,2219608.0,2270061.0,2321157.0,2372846.0,2425411.0,2478846.0,2533383.0,2589342.0,2646822.0
PER,Peru,Urban population,19326872.0,19683539.0,20014065.0,20323604.0,20619818.0,20909083.0,21194852.0,21477303.0,21722213.0,21951808.0,22185851.0,22421443.0,22662393.0,22922695.0,23221633.0,23571246.0
PHL,Philippines,Urban population,35981496.0,36689358.0,37399541.0,38104244.0,38793193.0,39459729.0,40099208.0,40715257.0,41319488.0,41929228.0,42597021.0,43505397.0,44437841.0,45385009.0,46329521.0,47262079.0
PLW,Palau,Urban population,13438.0,13588.0,13716.0,13787.0,13983.0,14075.0,14051.0,13919.0,13727.0,13551.0,13433.0,13399.0,13441.0,13532.0,13663.0,13807.0
PNG,Papua New Guinea,Urban population,772115.0,787576.0,802822.0,818125.0,834122.0,851417.0,870145.0,890077.0,910743.0,931464.0,951755.0,971386.0,990657.0,1010776.0,1032121.0,1054984.0
POL,Poland,Urban population,23611695.0,23622394.0,23621395.0,23563051.0,23506503.0,23453429.0,23396235.0,23340838.0,23300939.0,23274004.0,23165018.0,23134846.0,23086831.0,23025350.0,22960228.0,22897449.0
PRI,Puerto Rico,Urban population,3596716.0,3602364.0,3604909.0,3605100.0,3603694.0,3596360.0,3579032.0,3555977.0,3533033.0,3511647.0,3491721.0,3449657.0,3406460.0,3366210.0,3310445.0,3251779.0
PRK,"Korea, Dem. People’s Rep.",Urban population,13622622.0,13762041.0,13903312.0,14042586.0,14174848.0,14295887.0,14405015.0,14503807.0,14595809.0,14704640.0,14821851.0,14941462.0,15063396.0,15186524.0,15309785.0,15431897.0
PRT,Portugal,Urban population,5597602.0,5704057.0,5800192.0,5886957.0,5966051.0,6041725.0,6117343.0,6193886.0,6267228.0,6337144.0,6403809.0,6457743.0,6494283.0,6520333.0,6546012.0,6578828.0
PRY,Paraguay,Urban population,2945380.0,3038083.0,3131090.0,3209505.0,3283891.0,3356601.0,3427296.0,3496243.0,3564369.0,3632860.0,3702639.0,3774036.0,3846935.0,3918991.0,3990997.0,4063413.0
PSE,West Bank and Gaza,Urban population,2103044.0,2164070.0,2226847.0,2291359.0,2357720.0,2425915.0,2496025.0,2568140.0,2647431.0,2727093.0,2807401.0,2888204.0,2969835.0,3051946.0,3134764.0,3218283.0
PSS,Pacific island small states,Urban population,677908.0,689738.0,700543.0,711319.0,722944.0,735489.0,749659.0,765269.0,782368.0,799677.0,816239.0,831883.0,847114.0,862496.0,878962.0,896127.0
PYF,French Polynesia,Urban population,134897.0,137081.0,139145.0,142125.0,145483.0,148584.0,151391.0,153915.0,156234.0,158468.0,160718.0,162999.0,165323.0,166476.0,167460.0,168471.0
QAT,Qatar,Urban population,570612.0,593523.0,619668.0,660434.0,731412.0,842881.0,998892.0,1193054.0,1409929.0,1627412.0,1828501.0,2007410.0,2167459.0,2308185.0,2431360.0,2538642.0
ROU,Romania,Urban population,11895672.0,11697189.0,11469356.0,11415407.0,11378651.0,11336529.0,11297334.0,11159030.0,11001524.0,10936933.0,10898688.0,10871606.0,10826124.0,10778604.0,10730940.0,10678041.0
RUS,Russian Federation,Urban population,107528803.0,107067910.0,106569238.0,106133030.0,105771342.0,105433226.0,105152927.0,105037446.0,105055527.0,105149987.0,105261487.0,105407937.0,105669982.0,105998572.0,106354644.0,106703732.0
RWA,Rwanda,Urban population,1184181.0,1302910.0,1413808.0,1446502.0,1467703.0,1495057.0,1529861.0,1569212.0,1612027.0,1656223.0,1700061.0,1743484.0,1787432.0,1832232.0,1880560.0,1933197.0
SAU,Saudi Arabia,Urban population,16499665.0,16978440.0,17510539.0,18084339.0,18680566.0,19286107.0,19893608.0,20507062.0,21137735.0,21801430.0,22508632.0,23264870.0,24058860.0,24865453.0,25648738.0,26382755.0
SDN,Sudan,Urban population,8863016.0,9104028.0,9358045.0,9620038.0,9882156.0,10139061.0,10389194.0,10635642.0,10883297.0,11146285.0,11430599.0,11738569.0,12069179.0,12421899.0,12794292.0,13185766.0
SEN,Senegal,Urban population,3950446.0,4061009.0,4175902.0,4311249.0,4465213.0,4626131.0,4794667.0,4971099.0,5155659.0,5348369.0,5549606.0,5759380.0,5977690.0,6204708.0,6440431.0,6685973.0
SGP,Singapore,Urban population,4027887.0,4138012.0,4175950.0,4114826.0,4166664.0,4265762.0,4401365.0,4588599.0,4839396.0,4987573.0,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0
SLB,Solomon Islands,Urban population,65254.0,68683.0,72269.0,75997.0,79845.0,83796.0,87840.0,91999.0,96333.0,100919.0,105826.0,111055.0,116607.0,122454.0,128547.0,134857.0
SLE,Sierra Leone,Urban population,1633299.0,1705143.0,1793088.0,1890693.0,1988623.0,2084308.0,2174480.0,2257433.0,2335492.0,2412870.0,2492859.0,2575940.0,2661001.0,2748063.0,2837172.0,2928221.0
SLV,El Salvador,Urban population,3468701.0,3524435.0,3578116.0,3630073.0,3680962.0,3731013.0,3780596.0,3832861.0,3904585.0,3976018.0,4047470.0,4119159.0,4191073.0,4263183.0,4335706.0,4408611.0
SMR,San Marino,Urban population,25660.0,26074.0,26463.0,26841.0,27248.0,27697.0,28137.0,28562.0,28993.0,29432.0,29899.0,30382.0,30876.0,31371.0,31814.0,32187.0
SOM,Somalia,Urban population,2949758.0,3088301.0,3229506.0,3411445.0,3599377.0,3793360.0,3993409.0,3812005.0,4104241.0,4411125.0,4734450.0,5074284.0,5284312.0,5502041.0,5729048.0,5966600.0
SRB,Serbia,Urban population,3966301.0,3976219.0,3989274.0,3997403.0,4004805.0,4009310.0,4010029.0,4010264.0,4009546.0,4009752.0,4009779.0,3994308.0,3985121.0,3973872.0,3963388.0,3951845.0
SSD,South Sudan,Urban population,1023148.0,1072397.0,1121014.0,1171505.0,1227929.0,1292714.0,1366953.0,1448497.0,1533770.0,1618271.0,1698194.0,1772671.0,1842403.0,1906880.0,1965953.0,2020116.0
STP,Sao Tome and Principe,Urban population,76002.0,78713.0,81914.0,85385.0,89124.0,93168.0,97571.0,102308.0,107258.0,112249.0,117155.0,121904.0,126532.0,131019.0,135469.0,139949.0
SUR,Suriname,Urban population,312914.0,317003.0,321120.0,325279.0,329467.0,333051.0,336600.0,340176.0,343778.0,347410.0,351043.0,354694.0,358349.0,361981.0,365656.0,369343.0
SVK,Slovak Republic,Urban population,3030239.0,3020933.0,3011770.0,3001728.0,2993058.0,2985293.0,2977317.0,2970070.0,2964549.0,2960369.0,2948302.0,2937801.0,2935234.0,2930811.0,2926070.0,2922832.0
SVN,Slovenia,Urban population,1009459.0,1011568.0,1014358.0,1019460.0,1024627.0,1030904.0,1038715.0,1049080.0,1055309.0,1069460.0,1078743.0,1085605.0,1092516.0,1098614.0,1104335.0,1109788.0
SWE,Sweden,Urban population,7454878.0,7478923.0,7508835.0,7542470.0,7577769.0,7613645.0,7666670.0,7738188.0,7813274.0,7894625.0,7976659.0,8059895.0,8150488.0,8250182.0,8362604.0,8481489.0
SWZ,Eswatini,Urban population,228093.0,228620.0,228524.0,228044.0,227487.0,227119.0,227008.0,227601.0,231460.0,235413.0,239375.0,243351.0,246607.0,249962.0,253486.0,257242.0
SXM,Sint Maarten (Dutch part),Urban population,30519.0,30600.0,30777.0,31472.0,32488.0,33011.0,33441.0,33811.0,33964.0,34238.0,34056.0,33435.0,34640.0,36607.0,37685.0,38825.0
SYC,Seychelles,Urban population,40917.0,41126.0,42595.0,42320.0,42382.0,42813.0,43966.0,44460.0,45755.0,46241.0,47880.0,46973.0,47790.0,49055.0,50219.0,51754.0
SYR,Syrian Arab Republic,Urban population,8524943.0,8771259.0,9000526.0,9238597.0,9523089.0,9875008.0,10319826.0,10835835.0,11339391.0,11713488.0,11877566.0,11507083.0,10948003.0,10287423.0,9638571.0,9388888.0
TCA,Turks and Caicos Islands,Urban population,17049.0,18415.0,19981.0,21662.0,23279.0,24727.0,25947.0,26981.0,27862.0,28667.0,29468.0,30262.0,31031.0,31773.0,32487.0,33173.0
TCD,Chad,Urban population,1807913.0,1880534.0,1957354.0,2037421.0,2119064.0,2201167.0,2283208.0,2365685.0,2449318.0,2535603.0,2627677.0,2726093.0,2830799.0,2941280.0,3056811.0,3177086.0
TGO,Togo,Urban population,1620473.0,1688670.0,1757064.0,1826543.0,1898627.0,1974456.0,2054409.0,2138197.0,2225741.0,2316434.0,2410249.0,2508569.0,2611032.0,2716584.0,2825148.0,2936586.0
THA,Thailand,Urban population,19758316.0,20680738.0,21613066.0,22554369.0,23508150.0,24472850.0,25451682.0,26439736.0,27438708.0,28447159.0,29469051.0,30179366.0,30828051.0,31477989.0,32127193.0,32772699.0
TJK,Tajikistan,Urban population,1647393.0,1674596.0,1703441.0,1733968.0,1766066.0,1799849.0,1835316.0,1872597.0,1911785.0,1952985.0,1996265.0,2041457.0,2090375.0,2143012.0,2199793.0,2260776.0
TKM,Turkmenistan,Urban population,2073492.0,2105731.0,2137291.0,2168971.0,2201756.0,2237156.0,2275566.0,2317262.0,2362653.0,2412432.0,2466840.0,2526247.0,2590490.0,2658556.0,2728846.0,2800285.0
TLS,Timor-Leste,Urban population,214574.0,221870.0,230480.0,240026.0,249874.0,259143.0,268074.0,276810.0,285473.0,294234.0,303256.0,312562.0,322088.0,331907.0,342118.0,352789.0
TON,Tonga,Urban population,22546.0,22692.0,22843.0,23003.0,23177.0,23365.0,23580.0,23826.0,24068.0,24243.0,24321.0,24278.0,24076.0,23795.0,23568.0,23457.0
TTO,Trinidad and Tobago,Urban population,708402.0,708528.0,709236.0,710360.0,711567.0,712648.0,713530.0,714283.0,715083.0,716116.0,717531.0,719345.0,721777.0,724636.0,727668.0,730645.0
TUN,Tunisia,Urban population,6158201.0,6250273.0,6337541.0,6423157.0,6509469.0,6593354.0,6684243.0,6781437.0,6883211.0,6986535.0,7089135.0,7190400.0,7291138.0,7392694.0,7497753.0,7608626.0
TUR,Turkey,Urban population,40942334.0,41943212.0,42979004.0,44016864.0,45048098.0,46065713.0,47064036.0,48048353.0,49047262.0,50096864.0,51225589.0,52440387.0,53730762.0,55071747.0,56438761.0,57806283.0
TUV,Tuvalu,Urban population,4323.0,4403.0,4495.0,4635.0,4804.0,4970.0,5133.0,5289.0,5442.0,5606.0,5770.0,5934.0,6101.0,6277.0,6450.0,6629.0
TZA,Tanzania,Urban population,7473332.0,7796649.0,8142549.0,8579714.0,9054501.0,9552982.0,10076208.0,10626392.0,11206812.0,11819029.0,12467582.0,13153008.0,13877188.0,14639705.0,15439583.0,16277264.0
UGA,Uganda,Urban population,3496914.0,3707367.0,3932636.0,4172736.0,4427391.0,4695306.0,4978580.0,5277760.0,5594570.0,5929787.0,6285552.0,6661237.0,7058364.0,7481010.0,7937588.0,8432535.0
UKR,Ukraine,Urban population,33019561.0,32692860.0,32432068.0,32238837.0,32075876.0,31932595.0,31801190.0,31694730.0,31605908.0,31547453.0,31465493.0,31395053.0,31360012.0,31330995.0,31223300.0,31183829.0
URY,Uruguay,Urban population,3055087.0,3069511.0,3078882.0,3085295.0,3091563.0,3099873.0,3111012.0,3124481.0,3139741.0,3155696.0,3171626.0,3187416.0,3201206.0,3214646.0,3228542.0,3242944.0
USA,United States,Urban population,223069137.0,225792302.0,228400290.0,230876596.0,233532722.0,236200507.0,238999326.0,241795278.0,244607104.0,247276259.0,249845296.0,252186596.0,254576561.0,256899730.0,259361210.0,261865944.0
UZB,Uzbekistan,Urban population,11370244.0,11634932.0,11900009.0,12162787.0,12428855.0,12700677.0,12984805.0,13301003.0,13648397.0,14014762.0,14554257.0,15007103.0,15199882.0,15408910.0,15640290.0,15884192.0
VCT,St. Vincent and the Grenadines,Urban population,48703.0,49144.0,49632.0,50137.0,50627.0,51083.0,51491.0,51865.0,52224.0,52594.0,53003.0,53460.0,53951.0,54478.0,55038.0,55626.0
VEN,"Venezuela, RB",Urban population,21182664.0,21651926.0,22057235.0,22460389.0,22858285.0,23248394.0,23622801.0,23979532.0,24328099.0,24683266.0,25050752.0,25452964.0,25875071.0,26249155.0,26482983.0,26518336.0
VGB,British Virgin Islands,Urban population,8485.0,8693.0,8943.0,9236.0,9583.0,9985.0,10454.0,10978.0,11522.0,12027.0,12456.0,12787.0,13036.0,13228.0,13398.0,13580.0
VIR,Virgin Islands (U.S.),Urban population,100587.0,100749.0,100952.0,101182.0,101373.0,101581.0,101716.0,101894.0,102152.0,102354.0,102499.0,102617.0,102691.0,102715.0,102718.0,102703.0
VNM,Vietnam,Urban population,19477364.0,20134757.0,20800243.0,21474148.0,22163653.0,22870388.0,23598140.0,24348000.0,25120981.0,25920396.0,26757120.0,27621281.0,28514086.0,29430443.0,30371288.0,31333193.0
VUT,Vanuatu,Urban population,40089.0,41539.0,43118.0,44808.0,46559.0,48342.0,50145.0,51986.0,53895.0,55918.0,57782.0,59598.0,61529.0,63545.0,65605.0,67677.0
WSM,Samoa,Urban population,38340.0,38706.0,38705.0,38510.0,38320.0,38134.0,37950.0,37775.0,37613.0,37465.0,37335.0,37226.0,37107.0,36970.0,36808.0,36601.0
YEM,"Yemen, Rep.",Urban population,4572841.0,4799795.0,5037894.0,5287133.0,5547434.0,5818280.0,6100787.0,6395609.0,6703156.0,7023785.0,7357687.0,7705088.0,8065870.0,8439118.0,8822594.0,9215171.0
ZAF,South Africa,Urban population,25582582.0,26143327.0,26720456.0,27305505.0,27898739.0,28506191.0,29131015.0,29774437.0,30442138.0,31137755.0,31866173.0,32630279.0,33428280.0,34248628.0,35078456.0,35905875.0
ZMB,Zambia,Urban population,3624957.0,3742481.0,3892210.0,4046912.0,4207899.0,4376259.0,4552286.0,4736246.0,4930109.0,5135535.0,5354635.0,5588383.0,5837255.0,6099716.0,6372726.0,6654564.0
ZWE,Zimbabwe,Urban population,4010949.0,4074401.0,4134391.0,4131351.0,4122109.0,4119362.0,4123872.0,4135516.0,4154577.0,4181251.0,4215136.0,4257058.0,4306222.0,4359425.0,4416215.0,4473868.0
